"OPENING_ID","FireID","PlantAge","Reburn","High","Low","Medium","Unburned","DecVRICov","ConVRICov","PineVRICov","FirVRICov","SpruVRICov","DFirVRICov","CanopCloVRI","AgeVRI","HeightVRI","BA_VRI","Mn_dNBR","Spaced","Brushed","SitePrepped","Fertil","Prune","Planted","NumDenuda","HarvType","SurIM-Con","SurM-Con","SurNA-NF","SurCrClos","SurBA","Sur-High","Sur-Low","Sur-Medium","Sur-Unburned","sur_dNBR","Sur-AgeCl-2","Sur-AgeCl-5","Sur-AgeCl-3","SurIM-75Con","SurY-Con","SurM-Pine","SurM-PineMix","Sur-AgeCl-1","Sur-AgeCl-4","SurY-50_50","SurY-75Con","SurIM-50_50","SurM-75Con","SurM-75Pine","SurM-50_50","TotArea","1932","1958","Md_DOB","DEM_Slop","DEM_Asp","DEM_tpi","DEM_hli","SurIM-Dec","SurM-Dec","1919","1920","1921","1922","1923","1924","1925","1928","1929","1930","1931","1937","1938","1940","1946","1947","1949","1950","1951","1953","1957","1959","1961","1963","1965","1967","1969","1970","1972","1973","1974","1980","1986","1998","2000","2007","2009","2010","2012","2013","2015","2016","1926","1956","1978","1979","1985","1987","1988","1990","1991","1995","1999","2006","2008","2011","2014","2018","2017","1941","SurY-Dec","1960","2002","1934","1936","1944","FireName","StartDate","OfficialEndDate","AnalysisEndDate","Total_Area","Burned_Percent","dNBR_sc","sur_dNBR_sc","PlantAgeCat","BroadBurn","Chemical","DebrisMade","DebrisPiled","GrassSeed","Landings","Layout","MechUnk","None","PileBurn","Soil","SpotBurn","Trail","WBurn","BroadBurn_Area","Chemical_Area","DebrisMade_Area","DebrisPiled_Area","GrassSeed_Area","Landings_Area","Layout_Area","MechUnk_Area","None_Area","PileBurn_Area","Soil_Area","SpotBurn_Area","Trail_Area","WBurn_Area","NoBurn","AnyBurn","PileNoBurn","DebrisMade_Burn","SoilDist_Burn"
-623550000,"R11498",40,0,0,0.0370334424051872,0.0360306966050032,0.92693586098981,2.66666666666667,90.6666666666667,68.6666666666667,0.333333333333333,90.3333333333333,0,24.3333333333333,58.4666666666667,10.7933333333333,9.45004286666667,0.225637003779411,1,0,1,0,0,0,1,"CC",0.013350881087233,0.329307099280355,0.0223060886741363,23.5,23.5,NA,0.369347521539345,0.301527810381429,0.329124668079225,0.472100555896759,0.227044858295898,NA,NA,NA,0.635035930958276,0.103211947432592,0.145926467217637,0.428460307355928,NA,NA,NA,NA,NA,0.0801686846301254,NA,634562.980286578,NA,NA,226,0.0981151941031497,3.82256031413912,202.107851451998,0.618350383584536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,225.637003779411,472.100555896759,4,"0","0","0","0","0","0","0","0","1","0","1","0","0","0",0,0,0,0,0,0,0,0,0,0,52,0,0,0,"1","0","0","0","0"
-623490000,"R11498",31,0,0.0384579230125021,0.0748120667315581,0.191705234510142,0.695024775745797,1.81818181818182,98.1818181818182,55.0909090909091,6.36363636363636,91.8181818181818,0,22.6363636363636,55.8181818181818,10.8,10.9473449090909,0.257131665945053,1,0,1,0,0,1,1,"CC",0.171177650043671,0.396378184613861,NA,22.0625,22.0625,0.0400877887006166,0.0490749539127318,0.902107068267898,0.00873018911875305,0.699159324169159,0.101582844449786,NA,NA,NA,0.432444165342468,NA,0.396378184613861,0.254370623022112,NA,NA,NA,NA,NA,NA,NA,433919.963788175,NA,NA,226,0.0941867433561039,2.35538401396742,216.8937696265,0.576030917603377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,257.131665945053,699.159324169159,4,"0","0","0","0","0","0","0","0","1","0","1","0","1","0",0,0,0,0,0,0,0,0,0,0,40,0,12,0,"1","0","0","0","0"
-623390000,"R11498",41,0,0,0.050393454790667,0.0405690438482415,0.909037501361092,0,100,15.5,25.5,74.5,0,48,123.7,23.51,30.0421262,0.169369757175446,0,1,1,0,0,1,1,"CC",0.404124658046748,0.595875341953252,NA,46,46,NA,0.438160852303462,0.307687044711065,0.254152102985473,0.349271714687347,NA,NA,NA,NA,NA,NA,0.526703271737987,0.0826224723155267,0.036283750464265,NA,NA,NA,NA,NA,NA,359629.880967041,NA,NA,227,0.234383927814981,5.24534081431087,267.427914873439,0.595043066308726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,169.369757175446,349.271714687347,5,"1","0","0","0","0","0","0","0","1","0","0","0","0","0",30,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1","0","0","0"
-623320000,"R11498",31,0,0.0173775380984806,0.00659738548990173,0.0717969631647838,0.904228113246834,10.5,89.5,45.1,7.5,79,3,29.4,72.4,13.25,18.6728869,0.149663500487804,1,0,1,0,0,1,1,"CC",0.0460584431566403,0.338913264836941,0.0209042843852355,21.5882352941176,21.5882352941176,0.00156229464066266,0.199358815408798,0.437153518979897,0.361925370970643,0.475861191749573,NA,NA,NA,NA,0.594124007621183,NA,0.254260089132497,0.286478194163551,NA,NA,NA,NA,NA,NA,NA,1076351.54135147,NA,NA,226,0.12679551498854,1.0929716080382,220.178579289049,0.504108631725303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,149.663500487804,475.861191749573,4,"0","0","0","0","0","0","0","0","1","0","1","0","1","0",0,0,0,0,0,0,0,0,0,0,98,0,32,0,"1","0","0","0","0"
-622290000,"R11498",31,0,0.00700524740301635,0.0818865313566007,0.147889028597374,0.763219192643009,5.33333333333333,94.6666666666667,53.2666666666667,6.25,88.4166666666667,0,33.9166666666667,65.5833333333333,14.9833333333333,16.1258889166667,0.271928548812866,0,0,1,0,0,1,1,"CC",0.285415654580408,0.552651720070953,NA,28.5833333333333,28.5833333333333,0.0554782919258914,0.0802517024837052,0.764218112237505,0.100051893352898,0.656847149133682,0.0198170504334937,NA,NA,NA,0.159568810104059,NA,0.552651720070953,0.167034173976961,NA,NA,NA,0.0023638152445798,NA,NA,NA,569048.136523016,NA,NA,223,0.123799630743632,3.45456182968247,220.231141650769,0.64690472206404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,271.928548812866,656.847149133682,4,"0","0","0","0","0","0","0","0","1","0","1","0","0","0",0,0,0,0,0,0,0,0,0,0,48,0,0,0,"1","0","0","0","0"
-621810000,"R11498",41,0,0.0171092172791968,0.0333181385723036,0.04505634199197,0.90451630215653,1.875,98.125,53.125,9.375,88.75,0,51.875,90.875,18.05,23.0959335,0.13050515204668,1,0,1,0,0,1,1,"CC",0.375843492989627,0.624156507010373,NA,47.9166666666667,47.9166666666667,0.049853455149815,0.146959743285959,0.428144587276355,0.375042214287871,0.29399211704731,NA,NA,0.150655721040784,NA,NA,NA,0.174261807709621,NA,NA,NA,NA,NA,NA,0.40111889989265,NA,339880.759300163,NA,NA,227,0.178773360227279,3.25562320402599,261.672765558416,0.684388173933335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,130.50515204668,293.99211704731,5,"1","0","0","0","0","0","0","0","1","1","0","0","0","0",39,0,0,0,0,0,0,0,0,26,0,0,0,0,"0","1","0","0","0"
-621800000,"R11498",43,0,0.216436638584257,0.0155864526200798,0.185002604869221,0.582974303926442,0.555555555555556,77.2222222222222,32.7777777777778,8.88888888888889,68.3333333333333,0,36.1111111111111,80.8888888888889,16.0111111111111,18.0276057777778,0.221254788339138,1,0,1,0,0,0,1,"CC",0.350544967535395,0.424003763561463,0.225451268903142,36.1111111111111,36.1111111111111,0.074248792611645,0.0888682696733505,0.57170498529535,0.265177952419654,0.64417827129364,NA,NA,0.275547106935446,NA,NA,NA,0.146923922891053,0.215314609889445,NA,NA,NA,NA,NA,0.167494620685705,NA,805479.075377727,NA,NA,227,0.189687053812252,3.08154485496094,270.852354798998,0.676363246482132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,221.254788339138,644.17827129364,5,"0","0","0","0","0","0","0","0","1","0","0","0","1","0",0,0,0,0,0,0,0,0,0,0,0,0,42,0,"1","0","0","0","0"
-621790000,"R11498",42,0,0.480426873449015,0.0353196690813156,0.360940146961398,0.123313310508272,1.25,98.75,31.25,19.375,79.375,0,35.375,78.9375,15.99375,15.2578610625,1.10720479488373,0,0,0,1,0,0,1,"CC",0.389916970194647,0.437201867133612,NA,34.5714285714286,34.5714285714286,0.0874295140368825,0.163601189328865,0.610448622766367,0.138520673867886,0.839549958705902,NA,NA,NA,NA,0.172881162671741,NA,0.437201867133612,0.194361190374194,NA,NA,NA,NA,NA,NA,NA,849463.801262644,NA,NA,227,0.133141007872218,2.60492280924417,250.325654495594,0.528187993653985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,1107.20479488373,839.549958705902,5,"0","0","0","0","0","0","0","0","1","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0"
-621780000,"R11498",38,0,0.0764983422255445,0.194677415545173,0.0562680351562993,0.672556207072984,0,85.7142857142857,22.8571428571429,17.1428571428571,68.5714285714286,0,38.2142857142857,76.4285714285714,17.1285714285714,20.8126393571429,0.17224296182394,1,0,1,0,0,1,1,"CC",0.265328833380947,0.558864928667262,0.17580623795179,35.2941176470588,35.2941176470588,0.396590728638157,0.0566783052425179,0.382287480569253,0.164443485550072,0.548768103122711,NA,NA,NA,NA,NA,NA,0.423946075119534,0.214050182690142,0.070826939752403,NA,NA,NA,NA,NA,NA,660455.110732296,NA,NA,224,0.129998051519025,4.55034854911007,237.917341398156,0.581815639834689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,172.24296182394,548.768103122711,4,"0","0","0","0","0","0","0","0","1","0","1","0","1","1",0,0,0,0,0,0,0,0,0,0,53,0,22,9,"0","1","0","0","0"
-621770000,"R11498",38,0,0,0.101702959313045,0.142199124292339,0.756097916394616,1.42857142857143,84.2857142857143,37.8571428571429,0,84.2857142857143,0,37.1428571428571,98.1428571428571,18.1142857142857,19.2071784285714,0.147681504487991,1,0,0,0,1,1,1,"CC",0.101240066725203,0.384397847880455,0.514362085394342,33.2,33.2,NA,0.328216393988166,0.542966207668981,0.128817398342853,0.371003657579422,NA,NA,NA,NA,NA,NA,0.211246201811418,0.516615393084018,NA,NA,NA,NA,NA,0.173151646069037,NA,391650.525060117,NA,NA,224,0.134351525455713,3.83232752514201,228.041068457254,0.635462646400195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,147.681504487991,371.003657579422,4,"0","0","0","0","0","0","0","0","1","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0"
-621760000,"R11498",32,0,0.00323100664936095,0.332780469682618,0.0861878526001791,0.577800671067842,1.66666666666667,98.3333333333333,37.5,6.66666666666667,91.6666666666667,0,35.1666666666667,104,21.65,19.4090698333333,0.175890073180199,0,0,1,0,0,1,1,"CC",0.324668727224824,0.675331272775176,NA,33.7142857142857,33.7142857142857,0.0250923268808222,0.434562357515223,0.416282190626732,0.124063124977223,0.300077497959137,NA,NA,NA,NA,NA,NA,0.348810453673638,0.434595899759867,NA,NA,NA,NA,NA,0.326520819101538,NA,310642.226451993,NA,NA,224,0.100138857337595,4.11469910465005,220.786194022542,0.589553753421095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402917329991511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,175.890073180199,300.077497959137,4,"0","0","0","0","0","0","0","0","1","0","0","0","1","0",0,0,0,0,0,0,0,0,0,0,0,0,19,0,"1","0","0","0","0"
-621750000,"R11498",31,0,0,0.174980656533219,0.0712907275563395,0.753728615910442,0.714285714285714,56.4285714285714,30,3.57142857142857,52.8571428571429,0,19.2857142857143,46.4285714285714,9.24285714285714,8.99965428571429,0.173839256167412,1,0,1,0,0,1,1,"CC",0.064973528453092,0.0902040305267333,0.648674578012486,18.8888888888889,18.8888888888889,NA,0.206132620040884,0.779533273926784,0.0143341060323322,0.417613387107849,NA,NA,NA,NA,0.196147863007689,NA,0.0657518224343342,0.813789687867221,NA,NA,NA,NA,NA,NA,NA,373926.985716779,NA,NA,223,0.0804843881840717,3.85011128175426,217.111694924228,0.565482107415257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,173.839256167412,417.613387107849,4,"0","0","0","0","0","0","0","0","1","0","1","0","1","0",0,0,0,0,0,0,0,0,0,0,40,0,24,0,"1","0","0","0","0"
-621740000,"R11498",32,0,0.010324503562152,0.0834926123366379,0.147300730690125,0.758882153411085,0,72.7272727272727,38.3636363636364,4.54545454545455,68.1818181818182,0,28.0909090909091,52.1818181818182,11.3272727272727,9.44402645454545,0.184791728854179,0,0,1,0,0,1,1,"CC",0.0761093831736757,0.204057238534576,0.585435121796924,28.8461538461538,28.8461538461538,0.188567238022575,0.0119659687168481,0.793929545605834,0.00553724765474256,0.628861486911774,0.141937679262647,NA,NA,NA,0.134398256494824,NA,0.156525988692689,0.632638700571518,NA,NA,NA,NA,NA,0.047531249841887,NA,1018689.84279862,NA,NA,221,0.102944109135941,1.48641404255999,245.677955082004,0.527825492573121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,184.791728854179,628.861486911774,4,"0","0","0","0","0","0","0","0","0","1","1","0","1","1",0,0,0,0,0,0,0,0,0,9,76,0,70,13,"0","1","0","0","1"
-621730000,"R11498",24,0,0.0233477304878728,0.165833581612975,0.0907358034282692,0.720082884470882,1,99,39.6666666666667,6.33333333333333,92.6666666666667,0,36.6666666666667,87.6666666666667,17.2466666666667,15.8652613333333,0.135520130395889,1,0,1,0,0,1,1,"CC",0.544237701589457,0.405190826849635,0.000638360773984401,34.55,34.55,0.057662563846046,0.213005704611032,0.720201833949532,0.00912989759339033,0.416363254189491,NA,NA,NA,NA,0.0499331107869236,NA,0.284341273688256,0.258501765644241,NA,NA,NA,NA,NA,0.0017860184945063,NA,1230140.98488034,NA,NA,224,0.128198526089921,4.38692610998654,235.448219500679,0.587442620605493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,135.520130395889,416.363254189491,3,"0","0","0","0","0","0","0","0","1","0","1","0","0","0",0,0,0,0,0,0,0,0,0,0,90,0,0,0,"1","0","0","0","0"
-621720000,"R11498",40,0,0.0932138968460663,0.266043292866947,0.191886417031016,0.448856393255971,0.5,89.5,36.5,4.5,85,0,27.4,100.7,17.76,14.6846845,0.268667995929718,1,0,1,0,0,0,1,"CC",0.0149674994084138,0.498607957919618,0.152177680357976,25.2857142857143,25.2857142857143,0.33464802823546,0.0107086011352321,0.647728010201206,0.00691536042810224,0.644286036491394,0.266013424752645,NA,NA,NA,0.334246862313992,NA,0.41554792282514,0.310001588443324,NA,NA,NA,NA,NA,0.0830600350944787,NA,164834.33896438,NA,NA,224,0.0878707701795856,2.15296157953866,247.903179334558,0.552321351416733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,268.667995929718,644.286036491394,4,"0","0","0","0","0","0","0","0","1","0","1","0","0","0",0,0,0,0,0,0,0,0,0,0,12,0,0,0,"1","0","0","0","0"
-621710000,"R11498",37,0,0.129283361965719,0.307530641202784,0.305007887933033,0.258178108898464,1.66666666666667,65,28.5555555555556,1.66666666666667,63.3333333333333,0,20,55.2222222222222,11.9777777777778,9.23025555555555,0.346223741769791,1,0,0,0,0,0,1,"CC",0.0557551152474331,0.401611803965794,0.471938623085039,20.4166666666667,20.4166666666667,0.205197272080786,0.0393857115051545,0.753823833067137,0.00159318334692283,0.569691836833954,0.102478597005824,NA,NA,NA,0.0706944577017343,NA,0.401611803965794,0.831488761472695,NA,NA,NA,NA,NA,NA,NA,396796.573187821,NA,NA,221,0.190510538992194,2.87498184763625,226.360692608601,0.665323890015856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,346.223741769791,569.691836833954,4,"0","0","0","0","0","0","0","0","1","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","0"
-621700000,"R11498",26,0,0.229215895133215,0.0442137356538823,0.0840882151661376,0.642482154046765,0.111111111111111,77.6666666666667,21.6666666666667,7.11111111111111,70.5555555555556,0,33.3333333333333,98.1111111111111,17.5,15.8031021111111,0.21701043844223,1,0,1,0,0,1,1,"CC",0.00597967566240239,0.689864685008959,0.304155639328639,34.2307692307692,34.2307692307692,0.500128792647967,0.00048763035915985,0.495666264820208,0.00371731217266461,0.69358366727829,NA,NA,NA,NA,NA,NA,0.462805522570115,0.504325209244083,NA,NA,NA,NA,NA,0.0235967382130274,NA,563418.554075149,NA,NA,221,0.160847715827163,2.74600615107229,254.964984924414,0.640898920751115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,217.01043844223,693.58366727829,3,"0","0","0","0","0","0","0","0","1","0","1","0","0","0",0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,"1","0","0","0","0"
-621690000,"R11498",31,0,0.00551952880678164,0.112072306190473,0.0835709698909864,0.798837195111759,1.5,98.5,51.2,1,97.5,0,30.9,105.4,21.65,19.9363226,0.148537069559097,1,0,1,0,0,1,1,"CC",0.03712791947565,0.761052023944803,0.0202471959840102,24.375,24.375,0.133615670530673,0.0636368085368237,0.762272582528949,0.0404749384035543,0.536009192466736,0.166380950774254,NA,NA,NA,0.181572860595537,NA,0.467138039909049,0.0314589440500341,0.0255862060574923,NA,NA,NA,NA,0.154285015662218,NA,796837.200690961,NA,NA,221,0.140368971405462,2.51351355109416,231.31692178767,0.549720662248953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,148.537069559097,536.009192466736,4,"0","0","0","0","0","0","0","0","1","0","1","0","1","0",0,0,0,0,0,0,0,0,0,0,75,0,30,0,"1","0","0","0","0"
-621680000,"R11498",31,0,0.0281526468776393,0.62592180224363,0.185278149857199,0.160647401021532,1,59,28,5,54,0,22.2,61.8,12.24,10.1975222,0.251994445919991,1,0,1,0,0,1,1,"CC",0.000211884289627052,0.628759193548027,0.325827074307054,24.125,24.125,0.167160627936487,0.146925461264049,0.685913910799464,NA,0.507753819227219,NA,NA,NA,NA,0.0452018478552913,NA,0.628759193548027,0.437934554756121,NA,NA,NA,NA,NA,NA,NA,179210.937723394,NA,NA,221,0.0922302957577631,2.13576017729938,215.315007324219,0.572598407417536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171683251344484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086179399520406,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,251.994445919991,507.753819227219,4,"0","0","0","0","0","0","0","0","1","0","0","0","1","0",0,0,0,0,0,0,0,0,0,0,0,0,15,0,"1","0","0","0","0"
-621670000,"R11498",31,0,0.0222557907847533,0.361094649340578,0.117561992834374,0.499087567040294,1.42857142857143,84.2857142857143,40.7142857142857,3.57142857142857,80.7142857142857,0,38.5714285714286,119.571428571429,19.3,19.1781015714286,0.192825518548489,1,0,1,0,0,1,1,"CC",0.0362846284206914,0.676163723277468,0.287551648301841,33,33,0.272935049368562,0.00908580225031392,0.715746083226902,0.00223306515422174,0.61147603392601,NA,NA,NA,NA,NA,0.232042605174046,0.444121118103421,0.512676755285019,NA,NA,NA,NA,NA,NA,NA,521788.133395389,NA,NA,221,0.160210827979198,2.03609960402052,220.997822974556,0.547662192142706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shovel Lake","27/07/2018","07/12/2018","31/10/2018","92,377",89.8,192.825518548489,611.47603392601,4,"0","0","0","0","0","0","0","0","1","0","0","0","1","0",0,0,0,0,0,0,0,0,0,0,0,0,29,0,"1","0","0","0","0"
